id_venda;data_venda;nome_vendedor;nome_comprador;meio_pagamento;quantidade;preco_unitario;valor_total;local_empresa;produto;codigo_produto;segmento_produto
31;26/03/2023;Dr. Erick Leão;Lorenzo Silva;Dinheiro;8;245,87;1966,96;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
32;05/08/2023;Dra. Ester Ferreira;Maria Julia Mendonça;Dinheiro;5;463,99;2319,95;Belo Horizonte;Fone de Ouvido;PROD008;Informática
33;24/10/2023;Dra. Ester Ferreira;Otto Fonseca;Boleto;3;103,05;309,15;Belo Horizonte;Geladeira;PROD004;Eletrônicos
34;30/01/2023;Dra. Ester Ferreira;Letícia Novais;Pix;1;34,57;34,57;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
35;03/03/2023;Srta. Jade Silva;Maria Laura Aparecida;Cartão;2;301,57;603,14;Belo Horizonte;Geladeira;PROD004;Áudio e Vídeo
36;14/05/2023;Dante Vasconcelos;Maria Julia Mendonça;Boleto;10;50,17;501,7;Belo Horizonte;Micro-ondas;PROD010;Informática
37;23/08/2023;Igor Alves;Sr. Benicio Câmara;Cartão;4;140,15;560,6;Belo Horizonte;TV 4K;PROD003;Informática
38;07/02/2023;Dra. Ester Ferreira;Lucas Freitas;Boleto;1;234,56;234,56;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
39;09/07/2023;Alícia Cassiano;Dra. Luna Ferreira;Dinheiro;3;467,3;1401,9;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
40;08/12/2023;Dra. Ester Ferreira;Ísis Dias;Cartão;9;354,73;3192,57;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
41;20/05/2023;Alícia Cassiano;Allana da Cruz;Pix;3;139,59;418,77;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
42;09/05/2023;Emanuelly Costa;Letícia Novais;Dinheiro;6;109,76;658,56;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
43;23/11/2023;Alícia Cassiano;Dra. Luna Ferreira;Dinheiro;5;31,6;158;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
44;27/02/2023;Maria Luísa Almeida;Maria Liz Castro;Pix;9;355,78;3202,02;Belo Horizonte;Tablet;PROD009;Eletrônicos
45;09/08/2023;Alice Araújo;Liz Macedo;Boleto;9;27,65;248,85;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
46;18/04/2023;Dante Vasconcelos;Maria Julia Mendonça;Cartão;6;450,5;2703;Belo Horizonte;Smartphone;PROD001;Informática
47;02/05/2023;Alice Araújo;Thales Cavalcante;Dinheiro;6;392,26;2353,56;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
48;09/12/2023;Dante Vasconcelos;Luara Cardoso;Pix;1;97,89;97,89;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
49;24/04/2023;Dante Vasconcelos;Luiz Fernando Freitas;Boleto;2;197,45;394,9;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
50;13/01/2023;Dante Vasconcelos;Thomas Pimenta;Boleto;5;412,06;2060,3;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
51;25/11/2023;Dra. Ester Ferreira;Thomas Pimenta;Boleto;5;433,53;2167,65;Belo Horizonte;Fogão;PROD005;Informática
52;25/10/2023;Alícia Cassiano;Liz Macedo;Cartão;1;66,52;66,52;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
53;07/11/2023;Dra. Ester Ferreira;Bárbara Macedo;Dinheiro;10;222,94;2229,4;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
54;01/01/2023;Dra. Ester Ferreira;Dra. Rafaela Câmara;Pix;10;103,14;1031,4;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
55;06/12/2023;Maria Luísa Almeida;Miguel Leão;Boleto;6;221,34;1328,04;Belo Horizonte;Máquina de Lavar;PROD006;Informática
56;26/07/2023;Alícia Cassiano;Elisa Rios;Pix;9;161,55;1453,95;Belo Horizonte;Câmera DSLR;PROD007;Informática
57;12/11/2023;Srta. Jade Silva;Ísis Dias;Dinheiro;4;216,02;864,08;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
58;18/04/2023;Dr. Erick Leão;José Pedro da Rocha;Boleto;9;418,53;3766,77;Belo Horizonte;Fogão;PROD005;Informática
59;28/03/2023;Maria Luísa Almeida;Maria Cecília Ramos;Boleto;8;226,48;1811,84;Belo Horizonte;Geladeira;PROD004;Áudio e Vídeo
60;26/04/2023;Dante Vasconcelos;Maria Sophia Pimenta;Cartão;2;411,03;822,06;Belo Horizonte;Geladeira;PROD004;Informática
61;22/08/2023;Dr. Erick Leão;Dra. Liz da Costa;Pix;1;129,97;129,97;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
62;02/12/2023;Emanuelly Costa;Sr. Benicio Câmara;Cartão;7;252,24;1765,68;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
63;26/01/2023;Dra. Ester Ferreira;Maria Laura Aparecida;Cartão;7;117,23;820,61;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
64;15/08/2023;Srta. Jade Silva;Miguel Leão;Dinheiro;8;75,34;602,72;Belo Horizonte;Fone de Ouvido;PROD008;Informática
65;19/08/2023;Alícia Cassiano;Sr. Benicio Câmara;Pix;9;228,5;2056,5;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
66;17/11/2023;Dante Vasconcelos;Luara Cardoso;Dinheiro;5;385,25;1926,25;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
67;21/06/2023;Igor Alves;Dra. Rafaela Câmara;Cartão;2;359,64;719,28;Belo Horizonte;Geladeira;PROD004;Informática
68;28/12/2023;Dante Vasconcelos;Gael Souza;Dinheiro;3;83,91;251,73;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
69;01/02/2023;Dante Vasconcelos;Guilherme Rios;Dinheiro;7;172,13;1204,91;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
70;02/09/2023;Emanuelly Costa;Stella da Rosa;Boleto;10;473,57;4735,7;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
71;07/09/2023;Dante Vasconcelos;Luara Cardoso;Dinheiro;7;428,19;2997,33;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
72;26/03/2023;José Pedro Guerra;Srta. Eloá Rocha;Cartão;8;24,22;193,76;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
73;26/11/2023;Dr. Erick Leão;Srta. Eloá Rocha;Dinheiro;7;300,03;2100,21;Belo Horizonte;Smartphone;PROD001;Eletrônicos
74;19/04/2023;José Pedro Guerra;Alana Oliveira;Boleto;3;34,64;103,92;Belo Horizonte;Câmera DSLR;PROD007;Informática
75;11/02/2023;José Pedro Guerra;Dr. Léo Pires;Cartão;7;146,35;1024,45;Belo Horizonte;Câmera DSLR;PROD007;Informática
76;16/01/2023;Dante Vasconcelos;Dra. Evelyn Rezende;Cartão;6;119,87;719,22;Belo Horizonte;Notebook;PROD002;Eletrônicos
77;09/12/2023;Maria Luísa Almeida;Laura Santos;Pix;10;84,67;846,7;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
78;07/11/2023;Srta. Jade Silva;Bianca Aparecida;Cartão;8;352,74;2821,92;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
79;09/06/2023;Srta. Jade Silva;Vinícius Moreira;Dinheiro;3;482,71;1448,13;Belo Horizonte;Notebook;PROD002;Eletrônicos
80;31/10/2023;Dante Vasconcelos;Ana Nascimento;Boleto;7;471,32;3299,24;Belo Horizonte;Geladeira;PROD004;Eletrônicos
81;27/06/2023;Dra. Ester Ferreira;Thiago Souza;Boleto;10;404,71;4047,1;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
82;04/08/2023;José Pedro Guerra;Ana Nascimento;Dinheiro;2;257,92;515,84;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
83;11/08/2023;Alice Araújo;Miguel Leão;Boleto;6;321,44;1928,64;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
84;27/08/2023;Dr. Erick Leão;Miguel Leão;Boleto;10;406,02;4060,2;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
85;19/08/2023;Dante Vasconcelos;Sr. Benicio Câmara;Dinheiro;6;427,34;2564,04;Belo Horizonte;Notebook;PROD002;Informática
86;15/01/2023;José Pedro Guerra;Alana Oliveira;Pix;10;309,06;3090,6;Belo Horizonte;Câmera DSLR;PROD007;Informática
87;24/05/2023;Srta. Jade Silva;Maria Liz Castro;Boleto;8;113,94;911,52;Belo Horizonte;Fogão;PROD005;Informática
88;04/05/2023;Dr. Erick Leão;João Miguel Castro;Pix;9;14,97;134,73;Belo Horizonte;Geladeira;PROD004;Eletrônicos
89;09/01/2023;Maria Luísa Almeida;Maria Cecília Ramos;Pix;8;326,49;2611,92;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
90;31/08/2023;Dra. Ester Ferreira;Rebeca Lopes;Boleto;7;348,98;2442,86;Belo Horizonte;Fogão;PROD005;Informática
91;30/06/2023;José Pedro Guerra;Luara Cardoso;Boleto;7;498,35;3488,45;Belo Horizonte;Tablet;PROD009;Informática
92;03/03/2023;Dra. Ester Ferreira;Sr. Benicio Câmara;Pix;5;122,96;614,8;Belo Horizonte;Geladeira;PROD004;Informática
93;29/10/2023;Dra. Ester Ferreira;Allana da Cruz;Boleto;4;116,03;464,12;Belo Horizonte;Fone de Ouvido;PROD008;Informática
94;04/07/2023;Alice Araújo;Ísis Dias;Cartão;2;417,99;835,98;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
95;11/10/2023;Alícia Cassiano;Maria Liz Castro;Pix;9;72,03;648,27;Belo Horizonte;Smartphone;PROD001;Eletrônicos
96;29/08/2023;José Pedro Guerra;Clara Machado;Boleto;8;60,27;482,16;Belo Horizonte;Smartphone;PROD001;Informática
97;28/02/2023;Maria Luísa Almeida;Thomas Pimenta;Dinheiro;3;483,09;1449,27;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
98;18/03/2023;Srta. Jade Silva;Ísis Dias;Cartão;2;292,74;585,48;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
99;25/09/2023;Dr. Erick Leão;Clara Machado;Dinheiro;4;68,04;272,16;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
100;19/10/2023;Srta. Jade Silva;Otto Fonseca;Cartão;5;431,48;2157,4;Belo Horizonte;Câmera DSLR;PROD007;Informática
101;22/03/2023;Dante Vasconcelos;Thales Cavalcante;Cartão;4;316,5;1266;Belo Horizonte;Fogão;PROD005;Eletrônicos
102;30/05/2023;Emanuelly Costa;Dr. Renan Porto;Boleto;3;11,31;33,93;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
103;18/12/2023;Dante Vasconcelos;Sra. Marina Farias;Pix;5;354,46;1772,3;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
104;17/05/2023;Alice Araújo;Gael Souza;Cartão;7;66,24;463,68;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
105;13/08/2023;Maria Luísa Almeida;Luiz Fernando Freitas;Boleto;3;398,39;1195,17;Belo Horizonte;Micro-ondas;PROD010;Informática
106;13/08/2023;Maria Luísa Almeida;Allana da Cruz;Cartão;7;471,91;3303,37;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
107;14/01/2023;Maria Luísa Almeida;Dr. Renan Porto;Cartão;7;369,92;2589,44;Belo Horizonte;Micro-ondas;PROD010;Informática
108;23/09/2023;José Pedro Guerra;Luara Cardoso;Pix;5;292,36;1461,8;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
109;29/08/2023;Igor Alves;Guilherme Rios;Boleto;10;223,58;2235,8;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
110;30/07/2023;José Pedro Guerra;Maria Cecília Ramos;Dinheiro;6;338,37;2030,22;Belo Horizonte;TV 4K;PROD003;Informática
111;10/05/2023;Igor Alves;Bárbara Macedo;Dinheiro;9;27,98;251,82;Belo Horizonte;Notebook;PROD002;Informática
112;31/07/2023;Emanuelly Costa;Dra. Evelyn Rezende;Boleto;9;414,21;3727,89;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
113;15/04/2023;Alícia Cassiano;Elisa Rios;Pix;10;380,66;3806,6;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
114;15/01/2023;Srta. Jade Silva;Maria Laura Aparecida;Pix;5;224,68;1123,4;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
115;17/02/2023;Dante Vasconcelos;Bárbara Macedo;Dinheiro;5;279,91;1399,55;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
116;30/05/2023;Dra. Ester Ferreira;Diego da Costa;Boleto;2;327,38;654,76;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
117;22/08/2023;Dra. Ester Ferreira;Maria Sophia Pimenta;Dinheiro;7;419,01;2933,07;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
118;05/02/2023;Alícia Cassiano;Maria Flor Gomes;Dinheiro;4;461,72;1846,88;Belo Horizonte;Tablet;PROD009;Eletrodomésticos
119;02/01/2023;Alícia Cassiano;Miguel Leão;Boleto;6;467,78;2806,68;Belo Horizonte;Tablet;PROD009;Informática
120;17/08/2023;Dra. Ester Ferreira;Apollo da Mota;Boleto;10;294,16;2941,6;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
121;22/08/2023;Igor Alves;Dra. Evelyn Rezende;Pix;6;280,44;1682,64;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
122;12/06/2023;José Pedro Guerra;Diego da Costa;Dinheiro;10;197,66;1976,6;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
123;19/01/2023;Alice Araújo;Murilo Cavalcanti;Boleto;7;494,32;3460,24;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
124;27/09/2023;José Pedro Guerra;Lorenzo Silva;Pix;2;438,35;876,7;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
125;29/08/2023;Alícia Cassiano;Dr. Ryan Cirino;Dinheiro;7;436,76;3057,32;Belo Horizonte;TV 4K;PROD003;Eletrônicos
126;12/06/2023;José Pedro Guerra;Dra. Rafaela Câmara;Cartão;2;427,36;854,72;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
127;16/02/2023;Dr. Erick Leão;Ana Nascimento;Cartão;10;43,53;435,3;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
128;24/01/2023;Igor Alves;Otto Fonseca;Boleto;8;91,52;732,16;Belo Horizonte;Fogão;PROD005;Eletrônicos
129;29/09/2023;Dr. Erick Leão;Laura Santos;Pix;6;193,67;1162,02;Belo Horizonte;TV 4K;PROD003;Eletrodomésticos
130;14/11/2023;Dante Vasconcelos;João Miguel Castro;Pix;3;95,78;287,34;Belo Horizonte;Micro-ondas;PROD010;Áudio e Vídeo
131;11/05/2023;Emanuelly Costa;Luiz Fernando Freitas;Boleto;4;235,96;943,84;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
132;28/10/2023;Alícia Cassiano;Dra. Liz da Costa;Dinheiro;9;87,41;786,69;Belo Horizonte;Fone de Ouvido;PROD008;Informática
133;16/07/2023;José Pedro Guerra;Ana Nascimento;Pix;5;233,85;1169,25;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
134;25/12/2023;Alícia Cassiano;Dr. Léo Pires;Dinheiro;7;290,24;2031,68;Belo Horizonte;Micro-ondas;PROD010;Informática
135;27/05/2023;Dante Vasconcelos;Allana da Cruz;Boleto;5;13,97;69,85;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
136;14/12/2023;Alice Araújo;Dra. Liz da Costa;Cartão;4;321,94;1287,76;Belo Horizonte;Micro-ondas;PROD010;Informática
137;24/10/2023;Igor Alves;Miguel Leão;Pix;1;161,38;161,38;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
138;31/03/2023;Dante Vasconcelos;Srta. Eloá Rocha;Boleto;2;455,72;911,44;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
139;12/05/2023;José Pedro Guerra;Maria Cecília Ramos;Boleto;9;255,88;2302,92;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
140;26/04/2023;Dr. Erick Leão;Elisa Rios;Boleto;2;239,48;478,96;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
141;02/10/2023;Maria Luísa Almeida;Luiz Fernando Freitas;Boleto;2;397,43;794,86;Belo Horizonte;Smartphone;PROD001;Informática
142;12/12/2023;Dante Vasconcelos;Apollo da Mota;Cartão;5;296,43;1482,15;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
143;09/11/2023;Dante Vasconcelos;Ian da Cunha;Cartão;10;443,28;4432,8;Belo Horizonte;Tablet;PROD009;Informática
144;01/03/2023;Alice Araújo;Liz Macedo;Cartão;8;455,6;3644,8;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
145;01/05/2023;Dra. Ester Ferreira;Srta. Eloá Rocha;Dinheiro;5;498;2490;Belo Horizonte;Notebook;PROD002;Eletrônicos
146;28/10/2023;Alice Araújo;Guilherme Rios;Cartão;8;191,8;1534,4;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
147;20/12/2023;Igor Alves;Lucas Freitas;Dinheiro;8;311,67;2493,36;Belo Horizonte;Fogão;PROD005;Eletrônicos
148;18/12/2023;Igor Alves;Dra. Rafaela Câmara;Boleto;8;475,77;3806,16;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
149;21/08/2023;Maria Luísa Almeida;Maria Julia Mendonça;Pix;1;205,09;205,09;Belo Horizonte;Geladeira;PROD004;Eletrônicos
150;05/05/2023;Alice Araújo;Laura Santos;Pix;10;485,84;4858,4;Belo Horizonte;Smartphone;PROD001;Informática
151;28/10/2023;Dante Vasconcelos;Dr. Renan Porto;Boleto;2;416,61;833,22;Belo Horizonte;Tablet;PROD009;Eletrodomésticos
152;22/05/2023;Alice Araújo;Srta. Eloá Rocha;Boleto;3;396,44;1189,32;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
153;08/01/2023;Igor Alves;Maria Laura Aparecida;Boleto;3;63,86;191,58;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
154;04/08/2023;Dra. Ester Ferreira;Bárbara Macedo;Cartão;1;95,38;95,38;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
155;20/08/2023;Dra. Ester Ferreira;Dr. Renan Porto;Cartão;8;229,65;1837,2;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
156;03/09/2023;Dr. Erick Leão;Thiago Souza;Cartão;9;157,8;1420,2;Belo Horizonte;Smartphone;PROD001;Eletrônicos
157;11/02/2023;Igor Alves;Allana da Cruz;Pix;8;359,08;2872,64;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
158;15/07/2023;Srta. Jade Silva;Rebeca Lopes;Boleto;2;71,83;143,66;Belo Horizonte;Micro-ondas;PROD010;Informática
159;26/12/2023;Maria Luísa Almeida;Ian da Cunha;Pix;8;257,72;2061,76;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
160;23/06/2023;José Pedro Guerra;Thomas Pimenta;Dinheiro;7;231,26;1618,82;Belo Horizonte;Geladeira;PROD004;Áudio e Vídeo
161;11/07/2023;Alice Araújo;Vinícius Moreira;Dinheiro;2;163,15;326,3;Belo Horizonte;Máquina de Lavar;PROD006;Informática
162;10/08/2023;Maria Luísa Almeida;Bianca Aparecida;Boleto;2;54,7;109,4;Belo Horizonte;Notebook;PROD002;Eletrônicos
163;10/12/2023;Maria Luísa Almeida;Guilherme Rios;Boleto;3;282,62;847,86;Belo Horizonte;Micro-ondas;PROD010;Informática
164;04/11/2023;Alícia Cassiano;Stella da Rosa;Cartão;7;435,37;3047,59;Belo Horizonte;Smartphone;PROD001;Informática
165;25/04/2023;Maria Luísa Almeida;Stella da Rosa;Boleto;10;258,63;2586,3;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
166;08/08/2023;Dra. Ester Ferreira;Maria Flor Gomes;Cartão;2;383,68;767,36;Belo Horizonte;Micro-ondas;PROD010;Eletrodomésticos
167;03/04/2023;Alícia Cassiano;Maria Liz Castro;Boleto;10;465,25;4652,5;Belo Horizonte;Fogão;PROD005;Eletrônicos
168;17/10/2023;Dr. Erick Leão;Gael Souza;Pix;6;182;1092;Belo Horizonte;TV 4K;PROD003;Eletrodomésticos
169;12/07/2023;Dr. Erick Leão;Luiz Fernando Freitas;Boleto;1;54,96;54,96;Belo Horizonte;Tablet;PROD009;Eletrodomésticos
170;27/01/2023;Alice Araújo;Dra. Luna Ferreira;Cartão;3;191,33;573,99;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
171;07/11/2023;José Pedro Guerra;Guilherme Rios;Boleto;2;143,33;286,66;Belo Horizonte;Câmera DSLR;PROD007;Áudio e Vídeo
172;09/08/2023;Maria Luísa Almeida;Maria Cecília Ramos;Dinheiro;4;379,92;1519,68;Belo Horizonte;Notebook;PROD002;Informática
173;22/07/2023;Srta. Jade Silva;Otto Fonseca;Cartão;9;336,89;3032,01;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
174;11/05/2023;Alícia Cassiano;Alana Oliveira;Cartão;4;157,7;630,8;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
175;08/03/2023;Dr. Erick Leão;Dra. Rafaela Câmara;Pix;1;253,72;253,72;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
176;23/07/2023;Emanuelly Costa;Thiago Souza;Cartão;9;283,77;2553,93;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
177;21/10/2023;Dr. Erick Leão;Diego da Costa;Dinheiro;8;461,37;3690,96;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
178;29/03/2023;Srta. Jade Silva;Luiz Fernando Freitas;Boleto;5;66,43;332,15;Belo Horizonte;Smartphone;PROD001;Informática
179;12/08/2023;Srta. Jade Silva;Thomas Pimenta;Cartão;2;223,99;447,98;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
180;20/06/2023;Alice Araújo;Gael Souza;Cartão;7;436,56;3055,92;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
181;27/11/2023;Alice Araújo;Maria Laura Aparecida;Cartão;9;259,88;2338,92;Belo Horizonte;Máquina de Lavar;PROD006;Informática
182;02/12/2023;Maria Luísa Almeida;Thales Cavalcante;Dinheiro;3;135,42;406,26;Belo Horizonte;TV 4K;PROD003;Eletrodomésticos
183;15/12/2023;Srta. Jade Silva;Ian da Cunha;Boleto;8;379,68;3037,44;Belo Horizonte;Micro-ondas;PROD010;Áudio e Vídeo
184;15/08/2023;Alícia Cassiano;Luara Cardoso;Cartão;6;83,97;503,82;Belo Horizonte;Notebook;PROD002;Áudio e Vídeo
185;20/08/2023;Emanuelly Costa;Otto Fonseca;Boleto;6;258,6;1551,6;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
