id_venda;data_venda;nome_vendedor;nome_comprador;meio_pagamento;quantidade;preco_unitario;valor_total;local_empresa;produto;codigo_produto;segmento_produto
ccb7fd18-75cf-4465-a050-36affa03ff57;28/04/2023;Ryan Mendes;Diogo Porto;Dinheiro;9;117,61;1058,49;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
2c4b815f-d09c-4937-92a9-d3ed71c6cf96;19/04/2023;Laís Aragão;Natália Ramos;Dinheiro;5;42,43;212,15;Belo Horizonte;Micro-ondas;PROD010;Informática
c6093355-e7a9-43ce-998d-0184545d7920;27/10/2023;Dra. Pietra Gomes;Bento das Neves;Dinheiro;3;139,79;419,37;Belo Horizonte;Geladeira;PROD004;Informática
a22c4143-88a9-4948-a3a7-e23f7e5b7487;16/02/2023;Ryan Mendes;Ryan Cardoso;Pix;6;117,47;704,82;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
a9281ac8-0b75-4f9c-9da8-8f39dcd73238;17/07/2023;Dra. Pietra Gomes;Maria Laura Silva;Dinheiro;3;398,12;1194,36;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
93e77e84-e3ab-426e-8da4-53d85f12a914;15/12/2023;Henry Souza;Ísis Sampaio;Boleto;9;133,19;1198,71;Belo Horizonte;Tablet;PROD009;Eletrônicos
85b643e9-b97b-4d94-aee5-7b9ad13ead16;21/08/2023;Ryan Mendes;Giovanna Peixoto;Boleto;6;64,66;387,96;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
54b18d2f-11d6-4df7-baaa-76a3ce89b418;17/11/2023;Joaquim Jesus;Isabella Fogaça;Pix;9;383,36;3450,24;Belo Horizonte;Tablet;PROD009;Eletrônicos
36e12b51-3f0b-4b2e-941a-9089d972ec39;03/11/2023;Davi Melo;Murilo Cassiano;Cartão;3;193,22;579,66;Belo Horizonte;TV 4K;PROD003;Eletrônicos
3573c72a-5069-4a9d-8558-b8ea6af8a6d3;30/01/2023;Ana Luiza Guerra;Stella Porto;Cartão;2;465,26;930,52;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
f70eb980-b779-46e1-839b-6643c118815a;07/03/2023;Laís Aragão;Esther Vargas;Pix;2;368,63;737,26;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
767c9a02-ab6a-46b2-b535-724c4b201272;19/04/2023;João Felipe da Paz;Felipe Pacheco;Pix;5;268,56;1342,8;Belo Horizonte;Micro-ondas;PROD010;Áudio e Vídeo
56f049a8-7659-46db-a98d-7a26e66a9e27;22/09/2023;Laís Aragão;Ryan Cardoso;Pix;5;205,51;1027,55;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
ffc19a94-b761-46ef-936e-807a82ca9a6b;29/10/2023;Ana Luiza Guerra;Ayla Ferreira;Cartão;4;41,37;165,48;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
7a30abf1-d694-450c-93d1-790e59f52c3e;06/02/2023;João Felipe da Paz;Davi Lucca Borges;Boleto;1;122,18;122,18;Belo Horizonte;Smartphone;PROD001;Informática
b26cab07-049a-4982-9996-27c512263ada;05/05/2023;Laís Aragão;Sra. Gabrielly Siqueira;Pix;8;114,98;919,84;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
13e15e82-e057-445f-a8b1-8da69e4a24f4;05/08/2023;Dra. Pietra Gomes;Gabriela Albuquerque;Cartão;2;57,5;115;Belo Horizonte;Câmera DSLR;PROD007;Informática
b0e12971-7c8a-40df-bed1-c13d0cf2c3a5;08/05/2023;Ana Luiza Guerra;Bruna Rocha;Dinheiro;2;39,7;79,4;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
5ebbc337-0ee5-41aa-a5fb-ae31a0234e04;08/05/2023;Henry Souza;Dra. Luna Fogaça;Cartão;3;216,72;650,16;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
980986eb-b7d5-4638-bb93-6a5dec36d808;17/02/2023;Ana Luiza Guerra;Levi Azevedo;Dinheiro;1;329,55;329,55;Belo Horizonte;Tablet;PROD009;Eletrônicos
e9a31389-1445-4b22-80dd-b9c9562ad926;26/03/2023;Dra. Pietra Gomes;Ayla Ferreira;Dinheiro;8;245,87;1966,96;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
1ff74ee3-2106-4587-a9dc-409b74d99bc1;05/08/2023;João Felipe da Paz;Jade Siqueira;Dinheiro;5;463,99;2319,95;Belo Horizonte;Fone de Ouvido;PROD008;Informática
638496a3-2562-435d-a3c5-19eae1ca08f4;24/10/2023;João Felipe da Paz;Heitor Cardoso;Boleto;3;103,05;309,15;Belo Horizonte;Geladeira;PROD004;Eletrônicos
db33c24e-7115-41c2-9116-90bd2c3dc46b;30/01/2023;João Felipe da Paz;Anna Liz Dias;Pix;1;34,57;34,57;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
9f66c64b-de5e-423a-bdaa-bff6a9ad0918;03/03/2023;Sr. Dom Duarte;Davi Lucca Borges;Cartão;2;301,57;603,14;Belo Horizonte;Geladeira;PROD004;Áudio e Vídeo
e00616c3-847a-4309-b40d-0562fc5a55b6;14/05/2023;Ana Luiza Guerra;Jade Siqueira;Boleto;10;50,17;501,7;Belo Horizonte;Micro-ondas;PROD010;Informática
8cd752a4-2a59-4b95-b212-64f0b0db6eea;23/08/2023;Davi Melo;Felipe Pacheco;Cartão;4;140,15;560,6;Belo Horizonte;TV 4K;PROD003;Informática
a35f6d11-db44-471a-8e2c-dd22cbe2eb40;07/02/2023;João Felipe da Paz;Yasmin Pacheco;Boleto;1;234,56;234,56;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
babf0004-0a7b-4b7b-8ed6-09b2703c14bb;09/07/2023;Joaquim Jesus;Levi Azevedo;Dinheiro;3;467,3;1401,9;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
b949f3f2-90d4-4b1b-851d-ef71426841b9;08/12/2023;João Felipe da Paz;José Miguel Almeida;Cartão;9;354,73;3192,57;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
927a54a2-02c0-4932-bb75-990d6d530335;20/05/2023;Joaquim Jesus;Maria Laura Silva;Pix;3;139,59;418,77;Belo Horizonte;Notebook;PROD002;Eletrodomésticos
b393deeb-2cc3-4048-964e-f0e5cf62aa51;09/05/2023;Ryan Mendes;Anna Liz Dias;Dinheiro;6;109,76;658,56;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
98e78e9e-4b5e-4ea0-a215-abd4cb75187d;23/11/2023;Joaquim Jesus;Levi Azevedo;Dinheiro;5;31,6;158;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
d309b7f6-35eb-438d-9fb7-1513321af8fa;27/02/2023;Henry Souza;Melina Montenegro;Pix;9;355,78;3202,02;Belo Horizonte;Tablet;PROD009;Eletrônicos
ab924b2f-77fc-4a33-8b92-093d9bfb2a22;09/08/2023;Dr. Vinicius Nunes;Enzo Gabriel da Costa;Boleto;9;27,65;248,85;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
34f82287-99bf-4e29-81df-78b373794495;18/04/2023;Ana Luiza Guerra;Jade Siqueira;Cartão;6;450,5;2703;Belo Horizonte;Smartphone;PROD001;Informática
dc6a4393-8189-4e17-b9fd-3eb3fc566282;02/05/2023;Dr. Vinicius Nunes;Julia da Cunha;Dinheiro;6;392,26;2353,56;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
7bb181e2-a8f0-4de6-9479-065c1f84d264;09/12/2023;Ana Luiza Guerra;Anthony das Neves;Pix;1;97,89;97,89;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
316c1cb8-597d-4911-9ab2-d357ec66c4c5;24/04/2023;Ana Luiza Guerra;Gabriela Albuquerque;Boleto;2;197,45;394,9;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
7736d71a-2a93-4f95-8e25-2ef91a943482;13/01/2023;Ana Luiza Guerra;Natália Ramos;Boleto;5;412,06;2060,3;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
9795e5c4-868e-435d-8111-a442bc2d95bc;25/11/2023;João Felipe da Paz;Natália Ramos;Boleto;5;433,53;2167,65;Belo Horizonte;Fogão;PROD005;Informática
0b9a4012-7737-4930-a8b8-4e9ac8aeafa8;25/10/2023;Joaquim Jesus;Enzo Gabriel da Costa;Cartão;1;66,52;66,52;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
421c1e84-98aa-461b-97e9-3985fda208c2;07/11/2023;João Felipe da Paz;Ryan Cardoso;Dinheiro;10;222,94;2229,4;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
fce39154-a50f-4d11-8cff-764be0b9a020;01/01/2023;João Felipe da Paz;Enzo Cavalcanti;Pix;10;103,14;1031,4;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
fd20787e-1ceb-465a-af3a-8df2c1776959;06/12/2023;Henry Souza;Giovanna Peixoto;Boleto;6;221,34;1328,04;Belo Horizonte;Máquina de Lavar;PROD006;Informática
1e0a9faf-a096-407d-9790-6ca80c54c07a;26/07/2023;Joaquim Jesus;Esther Vargas;Pix;9;161,55;1453,95;Belo Horizonte;Câmera DSLR;PROD007;Informática
8743e3d5-4396-47ca-bb55-c43367ee36e9;12/11/2023;Sr. Dom Duarte;José Miguel Almeida;Dinheiro;4;216,02;864,08;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
08b456ea-e58c-45d1-93bb-c4357ece09ef;18/04/2023;Dra. Pietra Gomes;Bento das Neves;Boleto;9;418,53;3766,77;Belo Horizonte;Fogão;PROD005;Informática
3991700d-23fe-4fb3-9e30-bdfc328d3d5c;28/03/2023;Henry Souza;Otávio Rodrigues;Boleto;8;226,48;1811,84;Belo Horizonte;Geladeira;PROD004;Áudio e Vídeo
b9b05822-d280-4f67-8aee-f31b03ac9219;26/04/2023;Ana Luiza Guerra;Sra. Aylla Sousa;Cartão;2;411,03;822,06;Belo Horizonte;Geladeira;PROD004;Informática
6e1e2fc4-9768-4e9d-8e63-7047f93ee3ea;22/08/2023;Dra. Pietra Gomes;Isabella Fogaça;Pix;1;129,97;129,97;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
ccf50ac2-3625-45ab-8e9e-f354e501dfbe;02/12/2023;Ryan Mendes;Felipe Pacheco;Cartão;7;252,24;1765,68;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
91aab2c8-29cb-4f4f-82cf-e8fb25fcaaed;26/01/2023;João Felipe da Paz;Davi Lucca Borges;Cartão;7;117,23;820,61;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
1f4536f8-5f6c-4c6a-b88c-6d260185e346;15/08/2023;Sr. Dom Duarte;Giovanna Peixoto;Dinheiro;8;75,34;602,72;Belo Horizonte;Fone de Ouvido;PROD008;Informática
42dadfa7-9929-4afb-8934-ec7321231fc9;19/08/2023;Joaquim Jesus;Felipe Pacheco;Pix;9;228,5;2056,5;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
67656e56-3665-4bd5-a03b-f7e90db6b866;17/11/2023;Ana Luiza Guerra;Anthony das Neves;Dinheiro;5;385,25;1926,25;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
003b87d7-0c0a-40d8-84bd-6d94e5e40e69;21/06/2023;Davi Melo;Enzo Cavalcanti;Cartão;2;359,64;719,28;Belo Horizonte;Geladeira;PROD004;Informática
8cb9cea8-08a2-4069-9587-92a88f21aa57;28/12/2023;Ana Luiza Guerra;Bryan Gomes;Dinheiro;3;83,91;251,73;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
07f0ebfb-dc60-4721-ac7c-4de07fab6dfa;01/02/2023;Ana Luiza Guerra;Sra. Gabrielly Siqueira;Dinheiro;7;172,13;1204,91;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
0ffe397d-b357-4935-86d4-aa8ba8924ade;02/09/2023;Ryan Mendes;Sra. Beatriz Jesus;Boleto;10;473,57;4735,7;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
8659c4cb-87eb-40de-b44a-af584fc74c53;07/09/2023;Ana Luiza Guerra;Anthony das Neves;Dinheiro;7;428,19;2997,33;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
c9b26b00-7e44-43f9-bb29-15ec1fda1757;26/03/2023;Laís Aragão;Natália Pereira;Cartão;8;24,22;193,76;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
affcb41b-a799-48b4-839d-de8564508441;26/11/2023;Dra. Pietra Gomes;Natália Pereira;Dinheiro;7;300,03;2100,21;Belo Horizonte;Smartphone;PROD001;Eletrônicos
70e17f8d-c8db-470c-8dbc-37001f7c35ea;19/04/2023;Laís Aragão;Diogo Porto;Boleto;3;34,64;103,92;Belo Horizonte;Câmera DSLR;PROD007;Informática
48d4d814-0b62-4a4a-9a79-c62e3dd2a5e7;11/02/2023;Laís Aragão;Sr. Théo Silva;Cartão;7;146,35;1024,45;Belo Horizonte;Câmera DSLR;PROD007;Informática
ccb2311e-58ed-49fc-9ffc-411ac4f1f566;16/01/2023;Ana Luiza Guerra;Bruna Rocha;Cartão;6;119,87;719,22;Belo Horizonte;Notebook;PROD002;Eletrônicos
2921a396-1a11-4a1c-a1b0-ff7adb43b0c5;09/12/2023;Henry Souza;Stella Porto;Pix;10;84,67;846,7;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
5b346112-2e90-43fe-b393-ea8331ed2047;07/11/2023;Sr. Dom Duarte;Laura Viana;Cartão;8;352,74;2821,92;Belo Horizonte;Máquina de Lavar;PROD006;Eletrodomésticos
cca9240b-135b-4c71-822b-4b718070daa8;09/06/2023;Sr. Dom Duarte;Ísis Sampaio;Dinheiro;3;482,71;1448,13;Belo Horizonte;Notebook;PROD002;Eletrônicos
3ddce02f-edf5-4d0a-92c5-3a22103d942a;31/10/2023;Ana Luiza Guerra;Dr. Marcelo Camargo;Boleto;7;471,32;3299,24;Belo Horizonte;Geladeira;PROD004;Eletrônicos
2698c88d-0e76-459f-bba0-8776803818c1;27/06/2023;João Felipe da Paz;Gabriela Souza;Boleto;10;404,71;4047,1;Belo Horizonte;Micro-ondas;PROD010;Eletrônicos
6ae06133-5855-46b4-9438-1f5e51e81cd4;04/08/2023;Laís Aragão;Dr. Marcelo Camargo;Dinheiro;2;257,92;515,84;Belo Horizonte;Máquina de Lavar;PROD006;Eletrônicos
eac525a2-9f9e-4f00-96da-10b5b907ef36;11/08/2023;Dr. Vinicius Nunes;Giovanna Peixoto;Boleto;6;321,44;1928,64;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
09c85c88-c6b6-43d1-b0b4-b03d011be190;27/08/2023;Dra. Pietra Gomes;Giovanna Peixoto;Boleto;10;406,02;4060,2;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
15643e52-0e7d-4286-8f87-a9ad273f7bcc;19/08/2023;Ana Luiza Guerra;Felipe Pacheco;Dinheiro;6;427,34;2564,04;Belo Horizonte;Notebook;PROD002;Informática
13b80f26-d5c1-4dee-b57a-57df4662ab40;15/01/2023;Laís Aragão;Diogo Porto;Pix;10;309,06;3090,6;Belo Horizonte;Câmera DSLR;PROD007;Informática
4aff3307-8960-4f93-9dd4-751ee7b1aece;24/05/2023;Sr. Dom Duarte;Melina Montenegro;Boleto;8;113,94;911,52;Belo Horizonte;Fogão;PROD005;Informática
78f93cad-eb9a-4343-affe-fa855ef32d65;04/05/2023;Dra. Pietra Gomes;Murilo Cassiano;Pix;9;14,97;134,73;Belo Horizonte;Geladeira;PROD004;Eletrônicos
d865af76-85b4-4cf8-81b1-3e3b09585a3c;09/01/2023;Henry Souza;Otávio Rodrigues;Pix;8;326,49;2611,92;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
e523a406-e16d-4662-9920-89f25a3ef5fa;31/08/2023;João Felipe da Paz;Sra. Antonella Monteiro;Boleto;7;348,98;2442,86;Belo Horizonte;Fogão;PROD005;Informática
717f3a62-ac67-4044-b973-aba710ff9fce;30/06/2023;Laís Aragão;Anthony das Neves;Boleto;7;498,35;3488,45;Belo Horizonte;Tablet;PROD009;Informática
38af81ea-4e4d-4411-a57e-9c557c838d0c;03/03/2023;João Felipe da Paz;Felipe Pacheco;Pix;5;122,96;614,8;Belo Horizonte;Geladeira;PROD004;Informática
87d1b446-0176-433d-b7be-a56ff05ab043;29/10/2023;João Felipe da Paz;Maria Laura Silva;Boleto;4;116,03;464,12;Belo Horizonte;Fone de Ouvido;PROD008;Informática
187cde48-7b51-4434-bd8b-9a5ad472936c;04/07/2023;Dr. Vinicius Nunes;José Miguel Almeida;Cartão;2;417,99;835,98;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
90185af9-e714-47ee-a437-5fd6d2090d00;11/10/2023;Joaquim Jesus;Melina Montenegro;Pix;9;72,03;648,27;Belo Horizonte;Smartphone;PROD001;Eletrônicos
d7cb1850-acd2-41ff-bed2-f194baefeea5;29/08/2023;Laís Aragão;Dra. Luna Fogaça;Boleto;8;60,27;482,16;Belo Horizonte;Smartphone;PROD001;Informática
ecbbff00-67d8-488d-a276-b6ea19d1c728;28/02/2023;Henry Souza;Natália Ramos;Dinheiro;3;483,09;1449,27;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
7fe355d0-1213-4717-9a19-d2224540b5b7;18/03/2023;Sr. Dom Duarte;José Miguel Almeida;Cartão;2;292,74;585,48;Belo Horizonte;Smartphone;PROD001;Eletrodomésticos
35821912-6f83-4782-ba26-2e47b4ad8ba9;25/09/2023;Dra. Pietra Gomes;Dra. Luna Fogaça;Dinheiro;4;68,04;272,16;Belo Horizonte;Câmera DSLR;PROD007;Eletrodomésticos
4720175c-b1ce-4294-aa5f-ff99328acc35;19/10/2023;Sr. Dom Duarte;Heitor Cardoso;Cartão;5;431,48;2157,4;Belo Horizonte;Câmera DSLR;PROD007;Informática
752d775e-b716-4f1f-87ba-cdb2f2b5a2ea;22/03/2023;Ana Luiza Guerra;Julia da Cunha;Cartão;4;316,5;1266;Belo Horizonte;Fogão;PROD005;Eletrônicos
0719ca8d-687d-4c83-8cf9-95266e3dc2ac;30/05/2023;Ryan Mendes;Arthur Marques;Boleto;3;11,31;33,93;Belo Horizonte;Fone de Ouvido;PROD008;Áudio e Vídeo
6088deef-ada5-47fb-8a8f-9d711fe54452;18/12/2023;Ana Luiza Guerra;Carlos Eduardo da Rocha;Pix;5;354,46;1772,3;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
ce2e602c-03ce-449d-bac0-0afde394d223;17/05/2023;Dr. Vinicius Nunes;Bryan Gomes;Cartão;7;66,24;463,68;Belo Horizonte;Geladeira;PROD004;Eletrodomésticos
554d27cc-a4e0-455a-9cab-096a8f2b8233;13/08/2023;Henry Souza;Gabriela Albuquerque;Boleto;3;398,39;1195,17;Belo Horizonte;Micro-ondas;PROD010;Informática
a5332443-b3a6-4cbf-8b29-cbdb8bc8776b;13/08/2023;Henry Souza;Maria Laura Silva;Cartão;7;471,91;3303,37;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
1376207c-7c00-4062-b808-53f76dc9e667;14/01/2023;Henry Souza;Arthur Marques;Cartão;7;369,92;2589,44;Belo Horizonte;Micro-ondas;PROD010;Informática
820b85d3-46e5-4034-82a2-56f321e0fc78;23/09/2023;Laís Aragão;Anthony das Neves;Pix;5;292,36;1461,8;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
fc9ac586-86a1-49fb-86c9-a717c6fdeea8;29/08/2023;Davi Melo;Sra. Gabrielly Siqueira;Boleto;10;223,58;2235,8;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
5e5a6064-2e3f-4be1-a634-e51f008dab97;30/07/2023;Laís Aragão;Otávio Rodrigues;Dinheiro;6;338,37;2030,22;Belo Horizonte;TV 4K;PROD003;Informática
d3c2f290-69c6-47f9-8bca-107c681c8c8e;10/05/2023;Davi Melo;Ryan Cardoso;Dinheiro;9;27,98;251,82;Belo Horizonte;Notebook;PROD002;Informática
a91dd4b5-9687-491a-9221-0d0bea1cd4ef;31/07/2023;Ryan Mendes;Bruna Rocha;Boleto;9;414,21;3727,89;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
8f724e89-bb96-4f42-99e3-37763df7629a;15/04/2023;Joaquim Jesus;Esther Vargas;Pix;10;380,66;3806,6;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
2eda4af8-fae1-4a4a-9714-68a77ad57d27;15/01/2023;Sr. Dom Duarte;Davi Lucca Borges;Pix;5;224,68;1123,4;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
5049522d-30a8-4d51-acac-65a7d67ea5dc;17/02/2023;Ana Luiza Guerra;Ryan Cardoso;Dinheiro;5;279,91;1399,55;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
a4c83462-c600-4cd4-8b38-67f92f024b83;30/05/2023;João Felipe da Paz;Srta. Sabrina da Mota;Boleto;2;327,38;654,76;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
5145e37b-f0a6-4285-9359-3245d8a57a09;22/08/2023;João Felipe da Paz;Sra. Aylla Sousa;Dinheiro;7;419,01;2933,07;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
b44ddd91-c31d-4fec-8053-a002bbcef74a;05/02/2023;Joaquim Jesus;Brenda Moraes;Dinheiro;4;461,72;1846,88;Belo Horizonte;Tablet;PROD009;Eletrodomésticos
3758c934-50a0-41b2-a93d-dc1bd241e7d0;02/01/2023;Joaquim Jesus;Giovanna Peixoto;Boleto;6;467,78;2806,68;Belo Horizonte;Tablet;PROD009;Informática
60721766-4342-4288-ae26-8814fbe0a5dc;17/08/2023;João Felipe da Paz;Lívia Monteiro;Boleto;10;294,16;2941,6;Belo Horizonte;Fone de Ouvido;PROD008;Eletrodomésticos
dbcea02d-9fa5-4afe-9185-2a2a82417bed;22/08/2023;Davi Melo;Bruna Rocha;Pix;6;280,44;1682,64;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
85a69697-25ed-4e46-bc8a-0e353beeeefb;12/06/2023;Laís Aragão;Srta. Sabrina da Mota;Dinheiro;10;197,66;1976,6;Belo Horizonte;Câmera DSLR;PROD007;Eletrônicos
6f6b5cf2-2dfd-46ad-8a02-0214123b0161;19/01/2023;Dr. Vinicius Nunes;Dom Farias;Boleto;7;494,32;3460,24;Belo Horizonte;TV 4K;PROD003;Áudio e Vídeo
5f553442-1c5f-4f51-abfe-e933c506a1c2;27/09/2023;Laís Aragão;Ayla Ferreira;Pix;2;438,35;876,7;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
be6734db-95b6-464a-a0a1-1898e7600931;29/08/2023;Joaquim Jesus;João Pedro Camargo;Dinheiro;7;436,76;3057,32;Belo Horizonte;TV 4K;PROD003;Eletrônicos
f6a3d99d-0758-4422-930d-ec9c502b8834;12/06/2023;Laís Aragão;Enzo Cavalcanti;Cartão;2;427,36;854,72;Belo Horizonte;Tablet;PROD009;Áudio e Vídeo
4abe5c7f-ac3c-41ed-9f6c-25ba7224b738;16/02/2023;Dra. Pietra Gomes;Dr. Marcelo Camargo;Cartão;10;43,53;435,3;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
f78cd7d1-2d83-4af7-8dcc-fe8bf226c461;24/01/2023;Davi Melo;Heitor Cardoso;Boleto;8;91,52;732,16;Belo Horizonte;Fogão;PROD005;Eletrônicos
78544a2e-d0b9-4fed-9721-8b1dee38b142;29/09/2023;Dra. Pietra Gomes;Stella Porto;Pix;6;193,67;1162,02;Belo Horizonte;TV 4K;PROD003;Eletrodomésticos
f21fb725-7d6b-4eb7-a811-d1628657cbe3;14/11/2023;Ana Luiza Guerra;Murilo Cassiano;Pix;3;95,78;287,34;Belo Horizonte;Micro-ondas;PROD010;Áudio e Vídeo
ebbc7fd8-cab2-4b63-bae9-2f9076b259c7;11/05/2023;Ryan Mendes;Gabriela Albuquerque;Boleto;4;235,96;943,84;Belo Horizonte;Fogão;PROD005;Áudio e Vídeo
dbc3b6a0-1e91-4a26-b2cd-ef1001e9364b;28/10/2023;Joaquim Jesus;Isabella Fogaça;Dinheiro;9;87,41;786,69;Belo Horizonte;Fone de Ouvido;PROD008;Informática
97d9b598-46a0-4730-9e59-b8e045b11e3b;16/07/2023;Laís Aragão;Dr. Marcelo Camargo;Pix;5;233,85;1169,25;Belo Horizonte;Fogão;PROD005;Eletrodomésticos
202f43df-d0cc-4ba1-ab56-db063b840b47;25/12/2023;Joaquim Jesus;Sr. Théo Silva;Dinheiro;7;290,24;2031,68;Belo Horizonte;Micro-ondas;PROD010;Informática
5f25770e-654f-4da7-ab26-ae1f94256217;27/05/2023;Ana Luiza Guerra;Maria Laura Silva;Boleto;5;13,97;69,85;Belo Horizonte;Smartphone;PROD001;Áudio e Vídeo
25e8d6f5-3c0d-47f7-9082-c62e80f06774;14/12/2023;Dr. Vinicius Nunes;Isabella Fogaça;Cartão;4;321,94;1287,76;Belo Horizonte;Micro-ondas;PROD010;Informática
90ee8919-5965-45cc-9c51-1c35249b7d30;24/10/2023;Davi Melo;Giovanna Peixoto;Pix;1;161,38;161,38;Belo Horizonte;Fone de Ouvido;PROD008;Eletrônicos
5c58cd86-f541-48df-bbf7-7401993426d3;31/03/2023;Ana Luiza Guerra;Natália Pereira;Boleto;2;455,72;911,44;Belo Horizonte;Máquina de Lavar;PROD006;Áudio e Vídeo
